stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
16583,16583,S Sheridan Blvd & W Yale Ave,Vehicles Travelling South,39.667034,-105.053399,16583,,0,,,1
16605,16605,Smith Rd & Holly St,Vehicles Travelling East,39.774258,-104.920806,16605,,0,,,1
16612,16612,Smith Rd & Magnolia St,Vehicles Travelling East,39.772937,-104.91155,16612,,0,,,1
16613,16613,Smith Rd & Monaco Pkwy,Vehicles Travelling West,39.77325,-104.913234,16613,,0,,,1
17054,17054,S Wadsworth Blvd & W Girton Ave,Vehicles Travelling North,39.656118,-105.081224,17054,,0,,,1
17061,17061,Wadsworth Blvd & Highland Dr,Vehicles Travelling South,39.728165,-105.081653,17061,,0,,,1
17077,17077,S Wadsworth Blvd & W Louisiana Ave,Vehicles Travelling South,39.692312,-105.081691,17077,,0,,,1
17081,17081,S Wadsworth Blvd & W Mexico Pl,Vehicles Travelling South,39.685531,-105.081563,17081,,0,,,1
17173,17173,Washington St & 50th Ave,Vehicles Travelling North,39.788097,-104.978225,17173,,0,,,1
17188,17188,Washington St & 64th Ave,Vehicles Travelling South,39.812507,-104.978187,17188,,0,,,1
17225,17225,Washington St & Muriel Dr,Vehicles Travelling South,39.896812,-104.977774,17225,,0,,,1
17408,17408,York St & 43rd Ave,Vehicles Travelling South,39.776174,-104.959478,17408,,0,,,1
17892,17892,Broadway & Pleasant St,Vehicles Travelling Northwest,40.009321,-105.275998,17892,,0,,,1
18324,18324,W 92nd Ave & Camenish St,Vehicles Travelling West,39.863581,-105.019956,18324,,0,,,1
18380,18380,S Chambers Rd & Dartmouth Ave,Vehicles Travelling North,39.660799,-104.809807,18380,,0,,,1
18791,18791,Chambers Rd & 13th Ave,Vehicles Travelling North,39.737643,-104.809884,18791,,0,,,1
18866,18866,Leetsdale Dr & S Forest St,Vehicles Travelling Northwest,39.708268,-104.927438,18866,,0,,,1
19039,19039,S University Blvd & Mineral Ave,Vehicles Travelling North,39.574318,-104.960255,19039,,0,,,1
19315,19315,Table Mesa Dr & Yale Rd,Vehicles Travelling Southwest,39.981545,-105.255469,19315,,0,,,1
19386,19386,Arapahoe Ave & Folsom St,Vehicles Travelling East,40.01453,-105.262526,19386,,0,,,1
19390,19390,Gillaspie Dr & Darley Ave,Vehicles Travelling Northwest,39.978846,-105.24943,19390,,0,,,1
19610,19610,S Chambers Rd & Hampden Ave,Vehicles Travelling South,39.652721,-104.810102,19610,,0,,,1
19624,19624,S Chambers Rd & Oxford Ave,Vehicles Travelling North,39.6424,-104.810015,19624,,0,,,1
19834,19834,W Kentucky Ave & S Yates St,Vehicles Travelling West,39.700488,-105.051836,19834,,0,,,1
20006,20006,South Boulder Rd & Edessa Dr,Vehicles Travelling East,39.986894,-105.113382,20006,,0,,,1
20359,20359,Arapahoe Rd & Willow Creek Dr,Vehicles Travelling West,40.014688,-105.166625,20359,,0,,,1
20593,20593,72nd Ave & Brighton Blvd,Vehicles Travelling East,39.827141,-104.928566,20593,,0,,,1
21128,21128,W 112th Ave & Stuart St,Vehicles Travelling East,39.89958,-105.041909,21128,,0,,,1
21463,21463,W 38th Ave & Wyandot St,Vehicles Travelling West,39.769359,-105.014369,21463,,0,,,1
21505,21505,Arapahoe Rd & S Lima St,Vehicles Travelling West,39.595182,-104.857947,21505,,0,,,1
21795,21795,S Colorado Blvd & Cherry Creek N Dr,Vehicles Travelling South,39.706876,-104.940926,21795,,0,,,1
22078,22078,Smith Rd & Poplar St,Vehicles Travelling East,39.772027,-104.90517,22078,,0,,,1
22088,22088,56th Ave & Monaco St,Vehicles Travelling East,39.798272,-104.913102,22088,,0,,,1
22167,22167,13000 Block Colorado Blvd,Vehicles Travelling North,39.931522,-104.940178,22167,,0,,,1
22373,22373,16th Street Mall & Larimer St,Vehicles Travelling Northwest,39.749098,-104.997223,22373,,0,,,1
22953,22953,Brighton Rd & 88th Ave,Vehicles Travelling Southwest,39.856278,-104.911528,22953,,0,,,1
22990,22990,88th Ave & Monroe St,Vehicles Travelling West,39.856103,-104.946299,22990,,0,,,1
24582,24582,W Bowles Ave & S Simms St,Vehicles Travelling East,39.60958,-105.129124,24582,,0,,,1
24782,24782,S Boston St & Peakview Ave,Vehicles Travelling North,39.599132,-104.88065,24782,,0,,,1
24945,24945,Highlands Ranch Pkwy & Westridge Pkwy,Vehicles Travelling East,39.533321,-105.021923,24945,,0,,,1
25024,25024,Inca St & W Dartmouth Ave,Vehicles Travelling North,39.659563,-104.997222,25024,,0,,,1
25036,25036,S Santa Fe Dr & Town Center Dr,Vehicles Travelling North,39.548297,-105.036219,25036,,0,,,1
25372,25372,Colfax Ave & Zeno St,Vehicles Travelling East,39.740015,-104.773573,25372,,0,,,1
25665,25665,Jay St & 30th St,Vehicles Travelling West,40.051107,-105.255257,25665,,0,,,1
25826,25826,W Virginia Ave & S Teller St,Vehicles Travelling East,39.707023,-105.077104,25826,,0,,,1
25838,25838,Platte Maintenance Lot,Vehicles Travelling North,39.769414,-104.986816,25838,,0,,,1
26124,26124,S Ceylon St & Hampden Ave,Vehicles Travelling North,39.653457,-104.763575,26124,,0,,,1
26361,26361,S Buckley Rd & S Olathe Way,Vehicles Travelling South,39.611943,-104.791887,26361,,0,,,1
33075,33075,Quentin St & 16th Ave,Vehicles Travelling North,39.741685,-104.844616,33075,,0,,,1
33208,33208,Downing St & Bruce Randolph Ave,Vehicles Travelling East,39.76408,-104.973465,33208,,0,,,1
33268,33268,S Tower Rd & Evans Ave,Vehicles Travelling South,39.68117,-104.772612,33268,,0,,,1
33371,33371,S Broadway & Floyd Ave,Vehicles Travelling North,39.656238,-104.987535,33371,,0,,,1
33804,33804,104th Ave & Walden St,Vehicles Travelling East,39.885448,-104.775816,33804,,0,,,1
34102,34102,120th Ave & Prairie View High School,Vehicles Travelling West,39.91448,-104.840337,34102,,0,,,1
35281,35281,128th Ave & Bellaire St,Vehicles Travelling West,39.928512,-104.937724,35281,,0,,,1
35356,35356,Youngfield St & W 38th Ave,Vehicles Travelling North,39.766976,-105.142537,35356,,0,,,1
35359,35359,S Lewiston Way & S Jasper Way,Vehicles Travelling North,39.602482,-104.805401,35359,,0,,,1
12509,12509,S Broadway & Dartmouth Ave,Vehicles Travelling Southeast,39.989015,-105.25559,12509,,0,33791,,1
35266,35266,16th & Stout Station,Vehicles Travelling Southwest,39.746121,-104.99284,A,,0,34115,,1
33723,33723,Yale Station,Vehicles Travelling North,39.668779,-104.927566,,,1,,,0
15783,15783,S Parker Rd & S Quebec St,Vehicles Travelling Southeast,39.698197,-104.902885,15783,,0,,,1
25905,25905,Park Meadows Mall,Vehicles Travelling Southeast,39.564328,-104.874702,25905,,0,,,1
34472,34472,Peoria Station Track 2,Vehicles Travelling West,39.767654,-104.850903,B,,0,34502,,1
34530,34530,Clear Creek - Federal Station Track 1,Vehicles Travelling West,39.804019,-105.023739,B,,0,34507,,1
34577,34577,Florida Station,Vehicles Travelling North,39.690358,-104.82847,C,,0,34679,,1
35204,35204,Sky Ridge Station,Vehicles Travelling Southeast,39.532059,-104.870263,C,,0,35243,,1
35245,35245,Ridgegate Parkway Station,Vehicles Travelling North,39.51936,-104.865365,,,1,,,0
10024,10024,W 104th Ave & Quivas St,Vehicles Travelling East,39.88507,-105.007153,10024,,0,,,1
10224,10224,Decatur / Federal Station Gate H,Vehicles Travelling West,39.73805,-105.025753,10224,,0,,,1
10228,10228,W 14th Ave & Galapago St,Vehicles Travelling East,39.738407,-104.996035,10228,,0,,,1
10471,10471,W 1st Ave & Sheridan Blvd,Vehicles Travelling East,39.718158,-105.052736,10471,,0,,,1
10575,10575,23rd Ave & Dexter St,Vehicles Travelling West,39.751103,-104.933099,10575,,0,,,1
10829,10829,30th St & Colorado Ave,Vehicles Travelling South,40.007074,-105.253371,10829,,0,,,1
11005,11005,W 38th Ave & Kendall St,Vehicles Travelling West,39.769423,-105.067135,11005,,0,,,1
11012,11012,W 38th Ave & Lowell Blvd,Vehicles Travelling East,39.769456,-105.034356,11012,,0,,,1
11056,11056,W 38th Ave & Wadsworth Blvd,Vehicles Travelling West,39.769434,-105.082396,11056,,0,,,1
11181,11181,W 44th Ave & Saulsbury St,Vehicles Travelling East,39.776573,-105.075778,11181,,0,,,1
11386,11386,4700 Block W 52nd Ave,Vehicles Travelling West,39.791144,-105.047637,11386,,0,,,1
11413,11413,56th Ave & Holly St,Vehicles Travelling East,39.798246,-104.921894,11413,,0,,,1
11548,11548,6th Ave & Fulton St,Vehicles Travelling West,39.725646,-104.870947,11548,,0,,,1
11636,11636,W 70th Ave & Pecos St,Vehicles Travelling East,39.823542,-105.005701,11636,,0,,,1
11674,11674,W 72nd Ave & Lowell Blvd,Vehicles Travelling East,39.827215,-105.034005,11674,,0,,,1
12030,12030,W Alameda Ave & S Knox Ct,Vehicles Travelling West,39.711331,-105.033414,12030,,0,,,1
12072,12072,W Alameda Ave & S Quail St,Vehicles Travelling West,39.711023,-105.124386,12072,,0,,,1
12105,12105,Alameda Ave & S Ursula Way,Vehicles Travelling East,39.711054,-104.83624,12105,,0,,,1
12207,12207,Arapahoe Ave & 23rd St,Vehicles Travelling West,40.014668,-105.264403,12207,,0,,,1
12272,12272,Arapahoe Rd & S Holly St,Vehicles Travelling East,39.594917,-104.922422,12272,,0,,,1
12327,12327,Bannock St & W 7th Ave,Vehicles Travelling South,39.726995,-104.990364,12327,,0,,,1
12453,12453,6300 Block Broadway,Vehicles Travelling North,39.81064,-104.987388,12453,,0,,,1
12463,12463,Broadway & W 9th Ave,Vehicles Travelling South,39.729734,-104.987564,12463,,0,,,1
12648,12648,S Buckley Rd & Princeton Dr,Vehicles Travelling South,39.641078,-104.79158,12648,,0,,,1
12708,12708,S Chambers Rd & Florida Ave,Vehicles Travelling South,39.688958,-104.810018,12708,,0,,,1
12872,12872,W Colfax Ave & Dudley St,Vehicles Travelling West,39.740334,-105.095153,12872,,0,,,1
13072,13072,Colorado Blvd & 40th Ave,Vehicles Travelling South,39.772359,-104.940682,13072,,0,,,1
13137,13137,Colorado Blvd & Montview Blvd,Vehicles Travelling North,39.747672,-104.940558,13137,,0,,,1
13379,13379,Downing St & 31st Ave,Vehicles Travelling North,39.761073,-104.97327,13379,,0,,,1
13406,13406,S Downing St & Hampden Ave,Vehicles Travelling North,39.653418,-104.97348,13406,,0,,,1
13418,13418,S Downing St & Louisiana Ave,Vehicles Travelling North,39.693481,-104.973357,13418,,0,,,1
13505,13505,Eisenhower Dr & Arapahoe Ave,Vehicles Travelling South,40.013896,-105.232036,13505,,0,,,1
13738,13738,Federal Blvd & W 58th Ave,Vehicles Travelling South,39.802971,-105.025453,13738,,0,,,1
13778,13778,Federal Blvd & W 97th Ave,Vehicles Travelling South,39.872342,-105.025356,13778,,0,,,1
13942,13942,W Florida Ave & S Sheridan Blvd,Vehicles Travelling West,39.689604,-105.053679,13942,,0,,,1
14178,14178,Hampden Ave & S Verbena St,Vehicles Travelling East,39.652976,-104.89153,14178,,0,,,1
14249,14249,Havana St & 6th Ave,Vehicles Travelling South,39.725264,-104.866084,14249,,0,,,1
14409,14409,Huron St & W 102nd Pl,Vehicles Travelling South,39.881175,-104.996772,14409,,0,,,1
14413,14413,11000 Block Huron St,Vehicles Travelling North,39.896995,-104.996551,14413,,0,,,1
14624,14624,Ivy St & 50th Ave,Vehicles Travelling North,39.787251,-104.919842,14624,,0,,,1
14716,14716,Josephine St & 8th Ave,Vehicles Travelling North,39.72938,-104.958999,14716,,0,,,1
15095,15095,S Lowell Blvd & W Kenyon Ave,Vehicles Travelling South,39.649167,-105.034674,15095,,0,,,1
15177,15177,Manhattan Dr & Baseline Rd,Vehicles Travelling South,39.999355,-105.229497,15177,,0,,,1
15242,15242,MLK Blvd & Madison St,Vehicles Travelling West,39.76199,-104.946792,15242,,0,,,1
15946,15946,S Peoria St & Mississippi Ave,Vehicles Travelling South,39.695902,-104.847271,15946,,0,,,1
16112,16112,Quebec St & 11th Ave,Vehicles Travelling North,39.733175,-104.90337,16112,,0,,,1
16174,16174,Quebec St & Montview Blvd,Vehicles Travelling North,39.748034,-104.903374,16174,,0,,,1
16482,16482,Sheridan Blvd & W 52nd Ave,Vehicles Travelling South,39.791605,-105.053364,16482,,0,,,1
16500,16500,Sheridan Blvd & W 72nd Ave,Vehicles Travelling South,39.826648,-105.053627,16500,,0,,,1
16518,16518,Sheridan Blvd & W 84th Ave,Vehicles Travelling North,39.849885,-105.053058,16518,,0,,,1
16836,16836,S University Blvd & Florida Ave,Vehicles Travelling South,39.689013,-104.95943,16836,,0,,,1
17072,17072,S Wadsworth Blvd & W Kentucky Ave,Vehicles Travelling South,39.700477,-105.081626,17072,,0,,,1
17184,17184,6000 Block Washington St,Vehicles Travelling South,39.804701,-104.978155,17184,,0,,,1
17372,17372,Yale Ave & S Xanadu Way,Vehicles Travelling East,39.667507,-104.833737,17372,,0,,,1
17537,17537,Mountain View Ave & Spencer St,Vehicles Travelling East,40.181262,-105.124829,17537,,0,,,1
17610,17610,S Broadway  & Geddes Ave,Vehicles Travelling North,39.584285,-104.988231,17610,,0,,,1
17909,17909,E Spaulding St & Dove St,Vehicles Travelling West,39.99139,-105.084849,17909,,0,,,1
18285,18285,Smoky Hill Rd & S Chambers Rd,Vehicles Travelling Southeast,39.632231,-104.809594,18285,,0,,,1
18303,18303,Smoky Hill Rd & S Buckley Rd,Vehicles Travelling Northwest,39.626422,-104.791948,18303,,0,,,1
18395,18395,Hampden Ave & S Eagle St,Vehicles Travelling West,39.653206,-104.817276,18395,,0,,,1
18813,18813,Albrook Dr & Anaheim Ct,Vehicles Travelling Northwest,39.777591,-104.834548,18813,,0,,,1
18935,18935,Colorado Blvd & 106th Ave,Vehicles Travelling South,39.888551,-104.940347,18935,,0,,,1
19099,19099,US 287 & Lucerne Dr,Vehicles Travelling South,40.010189,-105.103065,19099,,0,,,1
19332,19332,28th St & Valmont Rd,Vehicles Travelling South,40.028417,-105.258572,19332,,0,,,1
19560,19560,Main St & W 117th Ave,Vehicles Travelling South,39.909601,-105.07192,19560,,0,,,1
19618,19618,S Buckley Rd & Smoky Hill Rd,Vehicles Travelling North,39.626817,-104.791368,19618,,0,,,1
19776,19776,Walnut St & 16th St,Vehicles Travelling Northeast,40.017852,-105.274561,19776,,0,,,1
19831,19831,W Ellsworth Ave & Galapago St,Vehicles Travelling West,39.71662,-104.996046,19831,,0,,,1
19845,19845,S Peoria St & Warren Pl,Vehicles Travelling North,39.676887,-104.847094,19845,,0,,,1
19909,19909,S Parker Rd & S Macon St,Vehicles Travelling Northwest,39.661339,-104.856023,19909,,0,,,1
20068,20068,Manhattan Dr & Santa Clara Pl,Vehicles Travelling North,39.996292,-105.229822,20068,,0,,,1
21072,21072,Iliff Ave & S Revere St,Vehicles Travelling West,39.675007,-104.842921,21072,,0,,,1
21121,21121,S Monaco Pkwy & Alaska Dr,Vehicles Travelling North,39.708535,-104.912733,21121,,0,,,1
21130,21130,3800 Block W 112th Ave,Vehicles Travelling West,39.899732,-105.035334,21130,,0,,,1
21183,21183,Airport Blvd & 2nd Ave,Vehicles Travelling South,39.719467,-104.791218,21183,,0,,,1
21241,21241,Florida Ave & S Dayton St,Vehicles Travelling East,39.689198,-104.875619,21241,,0,,,1
21286,21286,US 287 & Empire Rd,Vehicles Travelling South,39.970946,-105.090427,21286,,0,,,1
21724,21724,Federal Blvd & W 96th Ave,Vehicles Travelling North,39.871123,-105.02499,21724,,0,,,1
22035,22035,72nd Ave & Kearney St,Vehicles Travelling East,39.827153,-104.916841,22035,,0,,,1
22440,22440,S Chambers Rd & S Chambers Way,Vehicles Travelling North,39.640515,-104.810055,22440,,0,,,1
22500,22500,Hover St & 21st Ave,Vehicles Travelling South,40.195568,-105.131034,22500,,0,,,1
22674,22674,Sheridan Blvd & W 8th Ave,Vehicles Travelling North,39.729268,-105.053124,22674,,0,,,1
22836,22836,Baseline Rd & Elgin Dr,Vehicles Travelling West,40.000184,-105.143448,22836,,0,,,1
22858,22858,Baseline Rd & Indian Peaks Dr,Vehicles Travelling West,40.000286,-105.124635,22858,,0,,,1
22945,22945,88th Ave & Welby Rd,Vehicles Travelling East,39.856029,-104.953657,22945,,0,,,1
23421,23421,Havana St & 37th Ave,Vehicles Travelling South,39.769545,-104.86589,23421,,0,,,1
23614,23614,W Quincy Ave & S Youngfield St,Vehicles Travelling East,39.638433,-105.142607,23614,,0,,,1
23677,23677,S Chambers Rd & Belleview Ave,Vehicles Travelling North,39.624295,-104.810189,23677,,0,,,1
23686,23686,W 90th Ave & Wadsworth Blvd,Vehicles Travelling West,39.859555,-105.079805,23686,,0,,,1
24395,24395,800 Block S Jason St,Vehicles Travelling South,39.701686,-104.999261,24395,,0,,,1
24880,24880,Highlands Ranch Pkwy & S Santa Fe Dr,Vehicles Travelling East,39.538067,-105.035335,24880,,0,,,1
24966,24966,Highlands Ranch Pkwy & Ridgeglen Way,Vehicles Travelling West,39.548323,-104.986835,24966,,0,,,1
25008,25008,W Grant Ranch Blvd & W Sumac Ave,Vehicles Travelling South,39.615099,-105.064008,25008,,0,,,1
25292,25292,9100 Block Lowry Blvd,Vehicles Travelling East,39.725075,-104.881879,25292,,0,,,1
25667,25667,28th St & Palo Pkwy,Vehicles Travelling North,40.044071,-105.2584,25667,,0,,,1
25802,25802,Exposition Ave & S Sable Blvd,Vehicles Travelling East,39.703794,-104.821203,25802,,0,,,1
25972,25972,Manhattan Cir & South Boulder Rd,Vehicles Travelling Southeast,39.984369,-105.228501,25972,,0,,,1
26220,26220,W 120th Ave & Lamar St,Vehicles Travelling East,39.914071,-105.066455,26220,,0,,,1
26320,26320,49th Ave & Pontiac St,Vehicles Travelling West,39.78538,-104.905273,26320,,0,,,1
33010,33010,Lincoln Ave & S Peoria St,Vehicles Travelling East,39.536213,-104.836563,33010,,0,,,1
33054,33054,W Jewell Ave & S Depew St,Vehicles Travelling West,39.682377,-105.057755,33054,,0,,,1
33914,33914,Nelson Rd & Gooseberry Dr,Vehicles Travelling East,40.152459,-105.158478,33914,,0,,,1
34184,34184,Kansas Ave & S Sherman St,Vehicles Travelling East,40.147278,-105.118711,34184,,0,,,1
34430,34430,S Parker Rd & Warren Ave,Vehicles Travelling Northwest,39.677074,-104.873468,34430,,0,,,1
34562,34562,W Colfax Ave & Oak St,Vehicles Travelling West,39.740323,-105.119315,34562,,0,,,1
34724,34724,S Colorado Blvd & Evans Ave,Vehicles Travelling North,39.678856,-104.940515,34724,,0,,,1
35278,35278,Community Center Dr & 112th Ave,Vehicles Travelling West,39.90016,-104.994333,35278,,0,,,1
26158,26158,40th Ave & Airport Blvd-Gateway Park Stn Gate E,Vehicles Travelling East,39.769651,-104.787109,26158,,0,33740,,1
18001,18001,Longmont PnR,Vehicles Travelling East,40.149175,-105.103039,18001,,0,33820,,1
33832,33832,Nederland,Vehicles Travelling North,39.962279,-105.512878,,,1,,,0
25438,25438,Littleton / Downtown Station,Vehicles Travelling South,39.611761,-105.015065,C,,0,33715,,1
22357,22357,16th Street Mall & California St,Vehicles Travelling Southeast,39.745179,-104.992403,22357,,0,34114,,1
33727,33727,Union Station,Vehicles Travelling North,39.754338,-105.00214,,,1,,,0
17985,17985,Downtown Boulder Station Gate L,Vehicles Travelling Northeast,40.016688,-105.274857,17985,,0,33700,,1
34005,34005,Lincoln Station,Vehicles Travelling North,39.546353,-104.869622,C,,0,33714,,1
15056,15056,Louisiana / Pearl Station Gate A,Vehicles Travelling East,39.692899,-104.977777,15056,,0,33725,,1
34381,34381,16th Street Mall & Market St,Vehicles Travelling Northwest,39.749838,-104.998162,34381,,0,,,1
34526,34526,60th & Sheridan - Arvada Gold Strike Station Track 1,Vehicles Travelling West,39.80364,-105.049564,B,,0,34506,,1
35320,35320,Blake St & Downing St,Vehicles Travelling South,39.77055,-104.973378,35320,,0,34684,,1
10014,10014,W 104th Ave & Croke Dr,Vehicles Travelling East,39.885039,-104.999657,10014,,0,,,1
10050,10050,W 10th Ave & Hooker St,Vehicles Travelling East,39.732913,-105.028345,10050,,0,,,1
10205,10205,13th Ave & Colorado Blvd,Vehicles Travelling West,39.73679,-104.941204,10205,,0,,,1
10287,10287,W 17th Ave & Federal Blvd,Vehicles Travelling West,39.744014,-105.026211,10287,,0,,,1
10600,10600,23rd Ave & Monaco Pkwy,Vehicles Travelling West,39.751109,-104.912696,10600,,0,,,1
11172,11172,W 44th Ave & Pierce St,Vehicles Travelling East,39.776555,-105.071677,11172,,0,,,1
11180,11180,W 44th Ave & Saulsbury St,Vehicles Travelling West,39.776691,-105.076038,11180,,0,,,1
11438,11438,W 58th Ave & Oak St,Vehicles Travelling West,39.801888,-105.119293,11438,,0,,,1
11556,11556,6th Ave & Ivy Ln,Vehicles Travelling East,39.725289,-104.918725,11556,,0,,,1
11673,11673,72nd Ave & Monaco St,Vehicles Travelling West,39.827297,-104.914037,11673,,0,,,1
11842,11842,8th Ave & Detroit St,Vehicles Travelling West,39.729174,-104.954743,11842,,0,,,1
11844,11844,8th Ave & Downing St,Vehicles Travelling West,39.729114,-104.97359,11844,,0,,,1
12045,12045,Alameda Ave & S Moline St,Vehicles Travelling West,39.71124,-104.855096,12045,,0,,,1
12190,12190,S Alton Way & S Clinton St,Vehicles Travelling West,39.70162,-104.877556,12190,,0,,,1
12237,12237,5700 Block Arapahoe Ave,Vehicles Travelling West,40.014762,-105.220185,12237,,0,,,1
